Namespace(seed=42, GPU_to_use=0, epochs=80, batch_size=128, lr=0.0005, lr_decay=200, gamma=0.5, training_samples=0, test_samples=0, prediction_steps=10, encoder_hidden=256, decoder_hidden=256, encoder='cnn', decoder='mlp', prior=1, edge_types=2, dont_use_encoder=False, lr_z=0.1, global_temp=False, load_temperatures=False, alpha=2, num_cats=3, unobserved=0, model_unobserved=0, dont_shuffle_unobserved=False, teacher_forcing=0, suffix='netsim', timesteps=200, num_atoms=15, dims=1, datadir='./data', save_folder='cnn_netsim', expername='', sym_save_folder='../logs', load_folder='', test_time_adapt=False, lr_logits=0.01, num_tta_steps=100, dont_skip_first=True, temp=0.5, hard=False, no_validate=True, no_cuda=False, var=5e-07, encoder_dropout=0.0, decoder_dropout=0.0, no_factor=False, test=False, device=device(type='cuda', index=0), cuda=True, factor=True, validate=False, shuffle_unobserved=True, skip_first=False, use_encoder=True, time='2025-05-21T15:11:52.195517', num_GPU=1, batch_size_multiGPU=128, log_path='cnn_netsim\\2025-05-21T15.11.52.195517')
Using GPU #0
DataParallel(
  (module): CNNEncoder(
    (cnn): CNN(
      (pool): MaxPool1d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
      (conv1): Conv1d(2, 256, kernel_size=(5,), stride=(1,))
      (bn1): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv2): Conv1d(256, 256, kernel_size=(5,), stride=(1,))
      (bn2): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (conv_predict): Conv1d(256, 256, kernel_size=(1,), stride=(1,))
      (conv_attention): Conv1d(256, 1, kernel_size=(1,), stride=(1,))
    )
    (mlp1): MLP(
      (fc1): Linear(in_features=256, out_features=256, bias=True)
      (fc2): Linear(in_features=256, out_features=256, bias=True)
      (bn): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (mlp2): MLP(
      (fc1): Linear(in_features=256, out_features=256, bias=True)
      (fc2): Linear(in_features=256, out_features=256, bias=True)
      (bn): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (mlp3): MLP(
      (fc1): Linear(in_features=768, out_features=256, bias=True)
      (fc2): Linear(in_features=256, out_features=256, bias=True)
      (bn): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (fc_out): Linear(in_features=256, out_features=2, bias=True)
  )
)
DataParallel(
  (module): MLPDecoder(
    (msg_fc1): ModuleList(
      (0-1): 2 x Linear(in_features=2, out_features=256, bias=True)
    )
    (msg_fc2): ModuleList(
      (0-1): 2 x Linear(in_features=256, out_features=256, bias=True)
    )
    (out_fc1): Linear(in_features=257, out_features=256, bias=True)
    (out_fc2): Linear(in_features=256, out_features=256, bias=True)
    (out_fc3): Linear(in_features=256, out_features=1, bias=True)
  )
)
0 train	 	loss_kl -7.1391463280 	acc 0.5019047619 	auroc 0.5303703704 	loss_nll 18651752.0000000000 	loss_mse 0.0937273949 	loss 18651744.0000000000 	inference time 0.3172881603 	time: 5.4461s 	
1 train	 	loss_kl -4.9214682579 	acc 0.4980952381 	auroc 0.5300347222 	loss_nll 27208056.0000000000 	loss_mse 0.1367238909 	loss 27208052.0000000000 	inference time 0.3533022404 	time: 5.3465s 	
2 train	 	loss_kl -3.2741255760 	acc 0.5257142857 	auroc 0.5258680556 	loss_nll 17336054.0000000000 	loss_mse 0.0871158540 	loss 17336050.0000000000 	inference time 0.3475866318 	time: 5.4960s 	
3 train	 	loss_kl -2.8227422237 	acc 0.5028571429 	auroc 0.5246643519 	loss_nll 21606530.0000000000 	loss_mse 0.1085755229 	loss 21606528.0000000000 	inference time 0.2394592762 	time: 5.2981s 	
4 train	 	loss_kl -2.5152673721 	acc 0.4990476190 	auroc 0.5287094907 	loss_nll 18377074.0000000000 	loss_mse 0.0923471004 	loss 18377072.0000000000 	inference time 0.4004867077 	time: 5.4209s 	
5 train	 	loss_kl -2.4125678539 	acc 0.5123809524 	auroc 0.5362905093 	loss_nll 18392364.0000000000 	loss_mse 0.0924239382 	loss 18392362.0000000000 	inference time 0.3610343933 	time: 5.3916s 	
6 train	 	loss_kl -2.1167318821 	acc 0.5285714286 	auroc 0.5505902778 	loss_nll 16175326.0000000000 	loss_mse 0.0812830403 	loss 16175324.0000000000 	inference time 0.2886142731 	time: 5.3353s 	
7 train	 	loss_kl -1.9549422264 	acc 0.5304761905 	auroc 0.5494965278 	loss_nll 14084138.0000000000 	loss_mse 0.0707745552 	loss 14084136.0000000000 	inference time 0.2800233364 	time: 5.3515s 	
8 train	 	loss_kl -1.8287372589 	acc 0.5266666667 	auroc 0.5480092593 	loss_nll 13939504.0000000000 	loss_mse 0.0700477660 	loss 13939502.0000000000 	inference time 0.3054125309 	time: 5.3996s 	
9 train	 	loss_kl -1.7028255463 	acc 0.5257142857 	auroc 0.5445023148 	loss_nll 13589175.0000000000 	loss_mse 0.0682873130 	loss 13589173.0000000000 	inference time 0.3374328613 	time: 5.4179s 	
10 train	 	loss_kl -1.6327415705 	acc 0.5152380952 	auroc 0.5461458333 	loss_nll 13084901.0000000000 	loss_mse 0.0657532737 	loss 13084899.0000000000 	inference time 0.3009622097 	time: 5.3669s 	
11 train	 	loss_kl -1.6082918644 	acc 0.5095238095 	auroc 0.5530844907 	loss_nll 12958316.0000000000 	loss_mse 0.0651171580 	loss 12958314.0000000000 	inference time 0.2315208912 	time: 5.3311s 	
12 train	 	loss_kl -1.5588760376 	acc 0.5085714286 	auroc 0.5565856481 	loss_nll 13362400.0000000000 	loss_mse 0.0671477392 	loss 13362398.0000000000 	inference time 0.3192315102 	time: 5.3384s 	
13 train	 	loss_kl -1.5396521091 	acc 0.5047619048 	auroc 0.5575925926 	loss_nll 13632125.0000000000 	loss_mse 0.0685031340 	loss 13632123.0000000000 	inference time 0.2463500500 	time: 5.3519s 	
14 train	 	loss_kl -1.5958631039 	acc 0.4990476190 	auroc 0.5603761574 	loss_nll 13209300.0000000000 	loss_mse 0.0663783848 	loss 13209298.0000000000 	inference time 0.3482420444 	time: 5.3527s 	
